istat,cap,coordinate,capoluogoLabel,regioneLabel
001246,10090,Point(7.816666666 45.316666666),Torino,Piemonte
001203,10040,Point(7.9 44.866666666),Torino,Piemonte
001222,10060,Point(7.333333333 44.916666666),Torino,Piemonte
001205,10060,Point(7.266666666 44.866666666),Torino,Piemonte
001236,10080,Point(7.783333333 45.25),Torino,Piemonte
001232,10050,Point(6.884166666 45.072222222),Torino,Piemonte
001202,10060,Point(7.05 44.883333333),Torino,Piemonte
001207,10080,Point(7.6 45.35),Torino,Piemonte
001221,10070,Point(7.583333333 45.316666666),Torino,Piemonte
001206,10080,Point(7.616666666 45.366666666),Torino,Piemonte
001240,10070,Point(7.655555555 45.225277777),Torino,Piemonte
001244,10090,Point(7.8 45.333333333),Torino,Piemonte
001217,10086,Point(7.716666666 45.333333333),Torino,Piemonte
001215,10020,Point(7.866666666 44.983333333),Torino,Piemonte
001219,10098,Point(7.527222222 45.0725),Torino,Piemonte
001209,10010,Point(7.833333333 45.533333333),Torino,Piemonte
001253,10020,Point(7.966666666 45.183333333),Torino,Piemonte
001210,10010,Point(7.8 45.566666666),Torino,Piemonte
001208,10010,Point(7.783333333 45.433333333),Torino,Piemonte
001249,10099,Point(7.753611111 45.103888888),Torino,Piemonte
001243,10040,Point(7.533333333 45.15),Torino,Piemonte
001211,10090,Point(7.433333333 45.05),Torino,Piemonte
001234,10060,Point(7.05 44.933333333),Torino,Piemonte
001233,10010,Point(7.85 45.466666666),Torino,Piemonte
001227,10060,Point(7.133333333 45.0),Torino,Piemonte
001226,10060,Point(7.2 44.8),Torino,Piemonte
001225,10030,Point(7.966666666 45.25),Torino,Piemonte
001235,10010,Point(7.833333333 45.433333333),Torino,Piemonte
001250,10060,Point(7.316666666 44.916666666),Torino,Piemonte
001229,10040,Point(7.383333333 45.133333333),Torino,Piemonte
001247,10010,Point(7.816666666 45.4),Torino,Piemonte
001212,10080,Point(7.5 45.433333333),Torino,Piemonte
001245,10050,Point(7.166666666 45.133333333),Torino,Piemonte
001214,10040,Point(7.533333333 45.033333333),Torino,Piemonte
001216,10080,Point(7.649 45.33042),Torino,Piemonte
001218,10040,Point(7.716666666 45.25),Torino,Piemonte
001248,10077,Point(7.63052 45.21705),Torino,Piemonte
001224,10080,Point(7.55 45.5),Torino,Piemonte
001204,10065,Point(7.216666666 44.9),Torino,Piemonte
001238,10080,Point(7.616666666 45.383333333),Torino,Piemonte
001231,10080,Point(7.683333333 45.366666666),Torino,Piemonte
001251,10080,Point(7.666666666 45.35),Torino,Piemonte
001239,10050,Point(7.216666666 45.133333333),Torino,Piemonte
001228,10090,Point(7.466666666 45.066666666),Torino,Piemonte
001220,10070,Point(7.566666666 45.2),Torino,Piemonte
001201,10060,Point(6.95 45.016666666),Torino,Piemonte
001223,10090,Point(7.8675 45.389444444),Torino,Piemonte
001252,10090,Point(7.85 45.15),Torino,Piemonte
001242,10065,Point(7.233333333 44.9),Torino,Piemonte
001230,10010,Point(7.75 45.466666666),Torino,Piemonte
001237,10070,Point(7.616666666 45.25),Torino,Piemonte
001213,10090,Point(7.883333333 45.116666666),Torino,Piemonte
001177,10010,Point(7.983333333 45.45),Torino,Piemonte
001156,10024,Point(7.683333 45.0),Torino,Piemonte
001166,10076,Point(7.583333333 45.25),Torino,Piemonte
001190,10060,Point(7.233333333 44.95),Torino,Piemonte
001191,10064,Point(7.333333333 44.883333333),Torino,Piemonte
001164,10042,Point(7.65 45.0),Torino,Piemonte
001163,10020,Point(7.95 45.033333333),Torino,Piemonte
001193,10040,Point(7.61012 44.93294),Torino,Piemonte
001188,10070,Point(7.4 45.283333333),Torino,Piemonte
001176,10080,Point(7.75 45.35),Torino,Piemonte
001174,10040,Point(7.6 44.866666666),Torino,Piemonte
001153,10020,Point(7.916666666 45.05),Torino,Piemonte
001159,10090,Point(7.833333333 45.333333333),Torino,Piemonte
001189,10044,Point(7.55003 45.1042),Torino,Piemonte
001168,10060,Point(7.533333333 44.933333333),Torino,Piemonte
001181,10018,Point(7.85 45.45),Torino,Piemonte
001169,10050,Point(7.016666666 45.183333333),Torino,Piemonte
001186,10060,Point(7.116666666 44.933333333),Torino,Piemonte
001154,10059,Point(7.066666666 45.15),Torino,Piemonte
001158,10020,Point(7.85 45.066666666),Torino,Piemonte
001157,10050,Point(6.983333333 45.2),Torino,Piemonte
001180,10020,Point(7.833333333 45.066666666),Torino,Piemonte
001155,10070,Point(7.433333333 45.3),Torino,Piemonte
001196,10010,Point(8.0 45.45),Torino,Piemonte
001179,10010,Point(7.783333333 45.433333333),Torino,Piemonte
001197,10046,Point(7.85 44.916666666),Torino,Piemonte
001170,10080,Point(7.7 45.333333333),Torino,Piemonte
001161,10017,Point(7.85492 45.23274),Torino,Piemonte
001162,10020,Point(7.966666666 45.183333333),Torino,Piemonte
001192,10025,Point(7.772555555 45.043488888),Torino,Piemonte
001167,10010,Point(7.866666666 45.533333333),Torino,Piemonte
001165,10080,Point(7.316666666 45.45),Torino,Piemonte
001178,10060,Point(7.583333333 44.833333333),Torino,Piemonte
001185,10010,Point(7.833333333 45.4),Torino,Piemonte
001172,10010,Point(7.866666666 45.333333333),Torino,Piemonte
001199,10085,Point(7.6 45.416666666),Torino,Piemonte
001195,10060,Point(7.433333333 44.916666666),Torino,Piemonte
001187,10080,Point(7.633333333 45.35),Torino,Piemonte
001184,10063,Point(7.2 44.95),Torino,Piemonte
001173,10060,Point(7.35 44.85),Torino,Piemonte
001175,10056,Point(6.833333333 45.033333333),Torino,Piemonte
001194,10045,Point(7.466666666 44.983333333),Torino,Piemonte
001200,10060,Point(7.267766666 44.887083333),Torino,Piemonte
001171,10043,Point(7.533333333 45.0),Torino,Piemonte
001183,10020,Point(7.75 45.016666666),Torino,Piemonte
001152,10070,Point(7.4 45.3),Torino,Piemonte
001198,10063,Point(7.183333333 44.95),Torino,Piemonte
001160,10016,Point(7.866666666 45.483333333),Torino,Piemonte
001010,10010,Point(7.866666666 45.533333333),Torino,Piemonte
001006,10040,Point(7.4 45.116666666),Torino,Piemonte
001018,10020,Point(7.816666666 45.066666666),Torino,Piemonte
001003,10070,Point(7.3 45.316666666),Torino,Piemonte
001027,10012,Point(7.95 45.466666666),Torino,Piemonte
001049,10060,Point(7.324166666 44.802777777),Torino,Piemonte
001026,10060,Point(7.117236 44.807841),Torino,Piemonte
001046,10070,Point(7.516666666 45.25),Torino,Piemonte
001048,10020,Point(7.774444444 44.971111111),Torino,Piemonte
001051,10060,Point(7.6 44.966666666),Torino,Piemonte
001029,10080,Point(7.666666666 45.416666666),Torino,Piemonte
001034,10032,Point(7.833333333 45.183333333),Torino,Piemonte
055011,05015,Point(12.016666666 42.866666666),Terni,Umbria
001042,10010,Point(7.933333333 45.483333333),Torino,Piemonte
001030,10013,Point(7.866666666 45.516666666),Torino,Piemonte
001015,10010,Point(7.750555555 45.385833333),Torino,Piemonte
001038,10090,Point(7.466666666 45.016666666),Torino,Piemonte
001028,10071,Point(7.65 45.15),Torino,Piemonte
001019,10070,Point(7.216666666 45.3),Torino,Piemonte
001020,10010,Point(7.856388888 45.453611111),Torino,Piemonte
001016,10070,Point(7.516666666 45.266666666),Torino,Piemonte
001052,10080,Point(7.6 45.366666666),Torino,Piemonte
001037,10020,Point(8.066666666 45.116666666),Torino,Piemonte
001021,10070,Point(7.633333333 45.3),Torino,Piemonte
001004,10010,Point(7.95 45.433333333),Torino,Piemonte
001036,10080,Point(7.8 45.5),Torino,Piemonte
001045,10090,Point(7.416666666 45.066666666),Torino,Piemonte
069046,66034,Point(14.390469444 42.231211111),Chieti,Abruzzo
001039,10020,Point(8.066666666 45.15),Torino,Piemonte
001011,10060,Point(7.216666666 44.85),Torino,Piemonte
055032,05100,Point(12.65 42.566666666),Terni,Umbria
001007,10080,Point(7.579166666 45.409444444),Torino,Piemonte
001009,10020,Point(7.866666666 45.033333333),Torino,Piemonte
001012,10020,Point(7.9 45.05),Torino,Piemonte
001031,10031,Point(7.983333333 45.366666666),Torino,Piemonte
001032,10050,Point(7.241171388 45.123142777),Torino,Piemonte
001017,10080,Point(7.75 45.416666666),Torino,Piemonte
001008,10091,Point(7.516666666 45.1),Torino,Piemonte
001022,10052,Point(6.703888888 45.078330555),Torino,Piemonte
001024,10092,Point(7.587777777 45.022777777),Torino,Piemonte
001053,10060,Point(7.33032 44.94594),Torino,Piemonte
001041,10060,Point(7.416666666 44.866666666),Torino,Piemonte
001035,10060,Point(7.306388888 44.824444444),Torino,Piemonte
001013,10051,Point(7.396111111 45.079438888),Torino,Piemonte
001284,10040,Point(7.44502 45.15515),Torino,Piemonte
001043,10080,Point(7.65 45.333333333),Torino,Piemonte
001033,10080,Point(7.766666666 45.266666666),Torino,Piemonte
001023,01010,Point(7.866666666 45.333333333),Torino,Piemonte
001001,10011,Point(7.766666666 45.366666666),Torino,Piemonte
001047,10014,Point(7.883333333 45.3),Torino,Piemonte
001025,10060,Point(7.283333333 44.8),Torino,Piemonte
001014,10010,Point(8.0 45.416666666),Torino,Piemonte
001044,10053,Point(7.1475 45.141111111),Torino,Piemonte
001002,10060,Point(7.483333333 44.916666666),Torino,Piemonte
001050,10010,Point(7.883333333 45.333333333),Torino,Piemonte
001040,10050,Point(7.2 45.15),Torino,Piemonte
063049,80121–80147,Point(14.25 40.833333333),Napoli,Campania
022205,38122,Point(11.11666667 46.06666667),Trento,Trentino-Alto Adige
032006,34127,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
032006,34130,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
032006,34140,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
087015,95121–95131,Point(15.087269444 37.502669444),Catania,Sicilia
032006,34135,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
037006,40121–40141,Point(11.342777777 44.493888888),Bologna,Emilia-Romagna
023091,37100,Point(10.992777777 45.438611111),Verona,Veneto
032006,34124,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
032006,34150,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
052032,53100,Point(11.331388888 43.318333333),Siena,Toscana
035032,42046,Point(10.816666666 44.916666666),Reggio Emilia,Emilia-Romagna
061022,81100,Point(14.333333 41.066667),Caserta,Campania
042002,60121–60131,Point(13.516666666 43.616666666),Ancona,Marche
015046,20010,Point(8.933333333 45.566666666),Milano,Lombardia
032006,34129,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
032006,34141,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
032006,34145,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
041067,61029,Point(12.6372 43.725238888),Pesaro,Marche
065116,84121–84135,Point(14.759722222 40.680555555),Salerno,Campania
023091,37121–37142,Point(10.992777777 45.438611111),Verona,Veneto
022205,38123,Point(11.11666667 46.06666667),Trento,Trentino-Alto Adige
001272,10121–10156,Point(7.7 45.066666666),Torino,Piemonte
048017,50121–50145,Point(11.254166666 43.771388888),Firenze,Toscana
082053,90100,Point(13.361262 38.115658),Palermo,Sicilia
028060,35121–35143,Point(11.877777777 45.406388888),Padova,Veneto
010025,16121–16167,Point(8.933983333 44.407186111),Genova,Liguria
092009,09121–09131,Point(9.116666666 39.216666666),Cagliari,Sardegna
032006,34126,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
034027,43121–43126,Point(10.328 44.801472222),Parma,Emilia-Romagna
055023,05018,Point(12.1 42.716666666),Terni,Umbria
022205,38121,Point(11.11666667 46.06666667),Trento,Trentino-Alto Adige
032006,34123,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
032006,34128,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
032006,34134,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
032006,34131,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
025021,32032,Point(11.9 46.016666666),Belluno,Veneto
032006,34125,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
032006,34138,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
036023,41121–41126,Point(10.92572 44.64582),Modena,Emilia-Romagna
032006,34149,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
032006,34151,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
082053,90121–90151,Point(13.361262 38.115658),Palermo,Sicilia
032006,34122,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
032006,34133,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
013075,22100,Point(9.086138888 45.81025),Como,Lombardia
048017,50100,Point(11.254166666 43.771388888),Firenze,Toscana
032006,34121,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
067037,64026,Point(14.016666666 42.683333333),Teramo,Abruzzo
032006,34143,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
030129,33100,Point(13.233333333 46.066666666),Udine,Friuli-Venezia Giulia
015046,20039,Point(8.933333333 45.566666666),Milano,Lombardia
032006,34136,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
032006,34137,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
032006,34132,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
032006,34139,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
032006,34144,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
012026,21052,Point(8.8518 45.611958333),Varese,Lombardia
092009,09134,Point(9.116666666 39.216666666),Cagliari,Sardegna
007003,11100,Point(7.320555555 45.737222222),Aosta,Italia
032006,34142,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
032006,34147,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
032006,34148,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
068028,65121–65129,Point(14.214188888 42.464277777),Pescara,Abruzzo
027042,30121–30176,Point(12.331944444 45.439722222),Venezia,Veneto
032006,34146,Point(13.770277777 45.650277777),Trieste,Friuli-Venezia Giulia
016024,24121–24129,Point(9.67 45.695),Bergamo,Lombardia
001144,10020,Point(7.866666666 45.05),Torino,Piemonte
001134,10080,Point(7.458611111 45.416944444),Torino,Piemonte
001104,10070,Point(7.516666666 45.216666666),Torino,Piemonte
001135,10040,Point(7.733333333 45.233333333),Torino,Piemonte
001121,10080,Point(7.566666666 45.466666666),Torino,Piemonte
001105,10010,Point(7.833333333 45.466666666),Torino,Piemonte
001141,10080,Point(7.75 45.316666666),Torino,Piemonte
001120,10095,Point(7.578611111 45.068888888),Torino,Piemonte
001137,10010,Point(7.816666666 45.433333333),Torino,Piemonte
001132,10010,Point(7.816666666 45.483333333),Torino,Piemonte
001107,10084,Point(7.583333333 45.35),Torino,Piemonte
001118,10070,Point(7.266666666 45.366666666),Torino,Piemonte
001106,10090,Point(7.816666666 45.266666666),Torino,Piemonte
001110,10060,Point(7.35 44.933333333),Torino,Piemonte
001103,10060,Point(7.05 45.033333333),Torino,Piemonte
001148,10035,Point(7.933333333 45.3),Torino,Piemonte
001098,10082,Point(7.65 45.383333333),Torino,Piemonte
001114,10050,Point(7.014166666 45.139722222),Torino,Piemonte
001131,10070,Point(7.3 45.233333333),Torino,Piemonte
001117,10050,Point(7.016666666 45.133333333),Torino,Piemonte
001136,10040,Point(7.633333333 44.85),Torino,Piemonte
001115,10094,Point(7.35 45.033333333),Torino,Piemonte
001109,10070,Point(7.666666666 45.283333333),Torino,Piemonte
001125,10015,Point(7.874722222 45.462222222),Torino,Piemonte
001142,10060,Point(7.4 44.85),Torino,Piemonte
001149,10050,Point(7.061111111 45.123888888),Torino,Piemonte
001111,10060,Point(7.366666666 44.833333333),Torino,Piemonte
001145,10060,Point(7.05 44.966666666),Torino,Piemonte
001123,10046,Point(7.916666666 44.9),Torino,Piemonte
001113,10070,Point(7.466666666 45.266666666),Torino,Piemonte
001112,10090,Point(7.816666666 45.133333333),Torino,Piemonte
001129,10020,Point(8.0 45.166666666),Torino,Piemonte
001146,10075,Point(7.533333333 45.266666666),Torino,Piemonte
001101,10083,Point(7.683333333 45.333333333),Torino,Piemonte
001127,10040,Point(7.666666666 44.966666666),Torino,Piemonte
001126,10040,Point(7.517222222 45.181111111),Torino,Piemonte
001140,10060,Point(7.25 44.8),Torino,Piemonte
001100,10050,Point(6.933333333 45.1),Torino,Piemonte
001147,10050,Point(7.116666666 45.116666666),Torino,Piemonte
001116,10040,Point(7.5 45.166666666),Torino,Piemonte
001099,10040,Point(7.583333333 45.133333333),Torino,Piemonte
001139,10062,Point(7.25 44.816666666),Torino,Piemonte
001122,10060,Point(7.216666666 44.95),Torino,Piemonte
001128,10074,Point(7.483333333 45.266666666),Torino,Piemonte
001102,10080,Point(7.75 45.3),Torino,Piemonte
001150,10010,Point(7.883333333 45.35),Torino,Piemonte
001124,10080,Point(7.75 45.45),Torino,Piemonte
001130,10040,Point(7.715277777 45.183611111),Torino,Piemonte
001143,10030,Point(8.016666666 45.35),Torino,Piemonte
001119,10070,Point(7.566666666 45.266666666),Torino,Piemonte
001108,10080,Point(7.608888888 45.438333333),Torino,Piemonte
001133,10070,Point(7.6 45.316666666),Torino,Piemonte
055026,05028,Point(12.366666666 42.5),Terni,Umbria
090070,07029,Point(9.1043615 40.9014795),Sassari,Sardegna
075035,73100,Point(18.169138888 40.352011111),Lecce,Puglia
090070,07029,Point(9.1043615 40.9014795),Olbia,Sardegna
055029,05029,Point(12.547028531 42.61308039),Terni,Umbria
042021,60035,Point(13.24395 43.522788888),Ancona,Marche
064008,83100,Point(14.789722222 40.915277777),Avellino,Campania
015027,20021,Point(9.116666666 45.55),Milano,Lombardia
055027,05030,Point(12.85 42.566666666),Terni,Umbria
055028,05010,Point(12.1 42.683333333),Terni,Umbria
094023,86170,Point(14.239722222 41.602777777),Isernia,Molise
001312,10080,Point(7.766666666 45.433333333),Torino,Piemonte
062008,82100,Point(14.783333333 41.133333333),Benevento,Campania
055025,05010,Point(12.116666666 42.866666666),Terni,Umbria
055014,05024,Point(12.333333333 42.516666666),Terni,Umbria
050026,56121–56128,Point(10.4 43.716666666),Pisa,Toscana
090070,07029,Point(9.1043615 40.9014795),Tempio Pausania,Sardegna
102047,89900,Point(16.0959 38.675277777),Vibo Valentia,Calabria
041044,61121–61122,Point(12.9133 43.91015),Pesaro,Marche
110002,76121,Point(16.283333333 41.316666666),Barletta,Puglia
001308,10029,Point(7.75 44.916666666),Torino,Piemonte
055024,05030,Point(12.483333333 42.416666666),Terni,Umbria
110001,76123,Point(16.308333333 41.231666666),Barletta,Puglia
110002,76121,Point(16.283333333 41.316666666),Trani,Puglia
109006,63900,Point(13.7181 43.160419444),Fermo,Marche
001314,10088,Point(7.783333333 45.2),Torino,Piemonte
001309,10048,Point(7.633333333 44.95),Torino,Piemonte
110001,76123,Point(16.308333333 41.231666666),Trani,Puglia
060038,03100,Point(13.35 41.633333333),Frosinone,Lazio
001311,10030,Point(7.95 45.333333333),Torino,Piemonte
042017,60044,Point(12.908519444 43.338561111),Ancona,Marche
091073,08020,Point(9.7198105 40.6312815),Nuoro,Sardegna
055017,05026,Point(12.483333333 42.65),Terni,Umbria
035033,42121–42124,Point(10.633333333 44.7),Reggio Emilia,Emilia-Romagna
040012,47121–47122,Point(12.040833333 44.2225),Forlì,Emilia-Romagna
110009,76125,Point(16.416666666 41.266666666),Andria,Puglia
001307,10069,Point(7.25 44.916666666),Torino,Piemonte
045010,54100,Point(10.133333333 44.033333333),Massa,Toscana
055030,05010,Point(12.266666666 42.866666666),Terni,Umbria
055015,05025,Point(12.3 42.616666666),Terni,Umbria
041013,61032,Point(13.019755555 43.843530555),Pesaro,Marche
059011,04013,Point(12.9037 41.467597222),Latina,Lazio
008031,18100,Point(8.029652777 43.886466666),Imperia,Liguria
059011,04010,Point(12.9037 41.467597222),Latina,Lazio
055021,05017,Point(12.05 42.916666666),Terni,Umbria
090047,07026,Point(9.5 40.916666666),Sassari,Sardegna
033032,29121–29122,Point(9.7 45.05),Piacenza,Emilia-Romagna
047014,51100,Point(10.916666666 43.933333333),Pistoia,Toscana
090064,07100,Point(8.559166666 40.726666666),Sassari,Sardegna
090047,07026,Point(9.5 40.916666666),Olbia,Sardegna
043013,62012,Point(13.7286 43.30675),Macerata,Marche
077014,75100,Point(16.6 40.666666666),Matera,Basilicata
055019,05030,Point(12.766666666 42.6),Terni,Umbria
055020,05010,Point(12.083333333 42.916666666),Terni,Umbria
001315,10040,Point(7.5 44.95),Torino,Piemonte
100005,59100,Point(11.096561111 43.880813888),Prato,Toscana
055031,05039,Point(12.666666666 42.5),Terni,Umbria
015250,20021,Point(9.1 45.516666666),Milano,Lombardia
055022,05035–05036,Point(12.516666666 42.516666666),Terni,Umbria
055022,05035,Point(12.516666666 42.516666666),Terni,Umbria
039014,48121–48125,Point(12.201666666 44.416111111),Ravenna,Emilia-Romagna
090047,07026,Point(9.5 40.916666666),Tempio Pausania,Sardegna
001313,10070,Point(7.375555555 45.238333333),Torino,Piemonte
033005,29022,Point(9.3864 44.7715),Piacenza,Emilia-Romagna
078045,87100,Point(16.25 39.3),Cosenza,Calabria
074001,72100,Point(17.945833333 40.638333333),Brindisi,Puglia
059011,04100,Point(12.9037 41.467597222),Latina,Lazio
057059,02100,Point(12.856702 42.40443),Rieti,Lazio
051002,52100,Point(11.878055555 43.463055555),Arezzo,Toscana
001304,10030,Point(7.983333333 45.316666666),Torino,Piemonte
045003,54033,Point(10.1 44.083333333),Massa,Toscana
055018,05020,Point(12.28803 42.66234),Terni,Umbria
055012,05034,Point(12.790277777 42.621388888),Terni,Umbria
001302,10090,Point(7.466666666 45.05),Torino,Piemonte
110009,76125,Point(16.416666666 41.266666666),Barletta,Puglia
046017,55100,Point(10.516666666 43.85),Lucca,Toscana
073027,74121-74122-74123,Point(17.240833333 40.418055555),Taranto,Puglia
055013,05016,Point(12.066666666 42.833333333),Terni,Umbria
055016,05020,Point(12.333333333 42.566666666),Terni,Umbria
069022,66100,Point(14.167427777 42.351113888),Chieti,Abruzzo
099014,47921–47924,Point(12.568333333 44.059444444),Rimini,Emilia-Romagna
038008,44121–44124,Point(11.619865 44.835297),Ferrara,Emilia-Romagna
110009,76125,Point(16.416666666 41.266666666),Trani,Puglia
009056,17100,Point(8.481016666 44.307975),Savona,Liguria
110002,76121,Point(16.283333333 41.316666666),Andria,Puglia
067041,64100,Point(13.703911111 42.658852777),Teramo,Abruzzo
050026,56100,Point(10.4 43.716666666),Pisa,Toscana
071024,71121–71122,Point(15.55188 41.45845),Foggia,Puglia
110001,76123,Point(16.308333333 41.231666666),Andria,Puglia
044066,63074,Point(13.883330555 42.943780555),Ascoli Piceno,Marche
056059,01100,Point(12.104166666 42.418611111),Viterbo,Lazio
090064,07040,Point(8.559166666 40.726666666),Sassari,Sardegna
093028,33075,Point(12.927777777 45.858333333),Pordenone,Friuli-Venezia Giulia
043023,62100,Point(13.453333333 43.300277777),Macerata,Marche
001310,10060,Point(7.566666666 44.866666666),Torino,Piemonte
082076,90029,Point(13.833333333 37.75),Palermo,Sicilia
055010,05014,Point(12.001669444 42.755280555),Terni,Umbria
014061,23100,Point(9.87 46.169719444),Sondrio,Lombardia
026086,31100,Point(12.242219444 45.672219444),Treviso,Veneto
055008,05032,Point(12.5687 42.4041),Terni,Umbria
025006,32100,Point(12.215561111 46.140830555),Belluno,Veneto
069103,66040,Point(14.366666666 41.966666666),Chieti,Abruzzo
082003,90020,Point(13.781388888 37.864438888),Palermo,Sicilia
018172,27020,Point(8.735555555 45.162222222),Pavia,Lombardia
055006,05012,Point(12.3 42.516666666),Terni,Umbria
098031,26900,Point(9.5 45.316666666),Lodi,Lombardia
022112,38086,Point(10.766666666 46.15),Trento,Trentino-Alto Adige
017029,25121–25136,Point(10.220280555 45.538888888),Brescia,Lombardia
040007,47521–47522,Point(12.233333333 44.133333333),Forlì,Emilia-Romagna
029041,45100,Point(11.794 45.0809),Rovigo,Veneto
012133,21100,Point(8.833333333 45.816666666),Varese,Lombardia
069009,66040,Point(14.333333333 41.983333333),Chieti,Abruzzo
079023,88100,Point(16.5875 38.91),Catanzaro,Calabria
069052,66040,Point(14.383333333 41.95),Chieti,Abruzzo
055009,05013,Point(11.983333333 42.7),Terni,Umbria
055033,05020,Point(12.433333333 42.65),Terni,Umbria
066049,67100,Point(13.391991666 42.354008333),L'Aquila,Abruzzo
024116,36100,Point(11.55 45.55),Vicenza,Veneto
044007,63100,Point(13.575277777 42.854722222),Ascoli Piceno,Marche
072006,70121–70132,Point(16.866666666 41.125277777),Bari,Puglia
069104,66040,Point(14.316666666 41.933333333),Chieti,Abruzzo
082079,90039,Point(13.45 38.083333333),Palermo,Sicilia
055001,05021,Point(12.546326927 42.690669735),Terni,Umbria
069053,66040,Point(14.35 41.966666666),Chieti,Abruzzo
031007,34170,Point(13.6193 45.9352),Gorizia,Friuli-Venezia Giulia
055003,05020,Point(12.3 42.583333333),Terni,Umbria
076063,85100,Point(15.8 40.633333333),Potenza,Basilicata
020030,46100,Point(10.791111111 45.156388888),Mantova,Lombardia
021008,39100,Point(11.35 46.5),Bolzano,Trentino-Alto Adige
022164,38050,Point(11.9442 46.1956),Trento,Trentino-Alto Adige
018125,27040,Point(9.25 44.95),Pavia,Lombardia
108033,20900,Point(9.273611111 45.583611111),Monza,Lombardia
070006,86100,Point(14.6684 41.561),Campobasso,Molise
019036,26100,Point(10.033333333 45.133333333),Cremona,Lombardia
018110,27100,Point(9.155 45.185280555),Pavia,Lombardia
055004,05022,Point(12.4167756 42.5535279),Terni,Umbria
002158,13100,Point(8.416666666 45.316666666),Vercelli,Piemonte
093033,33170,Point(12.6563 45.9626),Pordenone,Friuli-Venezia Giulia
004078,12100,Point(7.55 44.383333333),Cuneo,Piemonte
097042,23900,Point(9.4 45.85),Lecco,Lombardia
018178,27035,Point(8.783333333 45.083333333),Pavia,Lombardia
022216,38050,Point(11.27738 46.04436),Trento,Trentino-Alto Adige
082063,90040,Point(13.183333333 37.966666666),Palermo,Sicilia
103072,28900,Point(8.551944444 45.922777777),Verbania,Piemonte
003106,28100,Point(8.616666666 45.45),Novara,Piemonte
018025,27045,Point(9.166666666 44.983333333),Pavia,Lombardia
055005,05031,Point(12.768 42.583683),Terni,Umbria
005005,14100,Point(8.206944444 44.9),Asti,Piemonte
069077,66040,Point(14.366666666 41.916666666),Chieti,Abruzzo
055002,05011,Point(11.966666666 42.816666666),Terni,Umbria
006003,15121–15122,Point(8.62 44.913330555),Alessandria,Piemonte
028032,35013,Point(11.783611111 45.648611111),Padova,Veneto
082082,90020,Point(14.074166666 37.751944444),Palermo,Sicilia
018183,27047,Point(9.2975 44.953611111),Pavia,Lombardia
103072,28921–28925,Point(8.551944444 45.922777777),Verbania,Piemonte
054039,06121–06135,Point(12.3888 43.1121),Perugia,Umbria
042002,60100,Point(13.516666666 43.616666666),Ancona,Marche
055007,05023,Point(12.216666666 42.666666666),Terni,Umbria
001292,10078,Point(7.633333333 45.116666666),Torino,Piemonte
001305,10050,Point(7.233333333 45.116666666),Torino,Piemonte
001301,10070,Point(7.55 45.25),Torino,Piemonte
001280,10028,Point(7.733333333 44.983333333),Torino,Piemonte
001255,10057,Point(7.366666666 45.1),Torino,Piemonte
001261,10010,Point(7.833333333 45.383333333),Torino,Piemonte
001262,10090,Point(7.883333333 45.1),Torino,Piemonte
001288,10080,Point(7.55 45.516666666),Torino,Piemonte
001289,10070,Point(7.483333333 45.216666666),Torino,Piemonte
001300,10068,Point(7.5 44.783333333),Torino,Piemonte
001258,10054,Point(6.866666666 44.933333333),Torino,Piemonte
001263,10058,Point(6.883333333 44.95),Torino,Piemonte
001296,10090,Point(7.816666666 45.383333333),Torino,Piemonte
